,pvalue,ttest
SERIAL_MVEBU_CONSOLE,2.4147845703819334e-66,-17.219327369581347
GPIO_XLP,1.2122078604288441e-65,-17.125389776121114
SERIAL_OWL_CONSOLE,2.1784094293309448e-65,-17.09113625204694
HW_RANDOM_MESON,3.3309079679827896e-65,-17.066278176800335
RESET_UNIPHIER,3.926905383511393e-65,-17.056632842776736
SERIAL_ATMEL_CONSOLE,4.554853976060111e-65,-17.047935960071737
HW_RANDOM_MTK,4.656139372532351e-65,-17.046646186442906
SERIAL_ATMEL_PDC,9.60910673452244e-64,-16.86819498492966
GPIO_LPC18XX,2.0709843291342199e-63,-16.822629567647024
GPIO_ASPEED,2.2414983428080082e-63,-16.817927800827434
GPIO_BRCMSTB,2.9223284643523083e-63,-16.802156570040903
CEC_NOTIFIER,4.3035812037404465e-63,-16.779114904426184
SPI_TEGRA20_SLINK,6.500354107227382e-63,-16.754530224427466
HW_RANDOM_STM32,8.109367724680781e-63,-16.741331484904343
GPIO_EM,8.61016544375125e-63,-16.737753550694762
USB_MTU3_HOST,2.2342815672544326e-62,-16.680716167819014
X509_CERTIFICATE_PARSER,6.146555416100312e-62,-16.619973646070946
GPIO_INGENIC,9.326512434403802e-62,-16.59488168596544
FPGA_MGR_ZYNQ_FPGA,2.325532781033759e-61,-16.539768236599848
LPC32XX_ADC,5.4321146552601114e-61,-16.488430579686508
SPI_TEGRA114,5.610482559703695e-61,-16.48647240515811
PINCTRL_PXA,9.991663605825115e-61,-16.451455245518886
RTC_DRV_BRCMSTB,2.4394990135713442e-60,-16.39714862158496
XILINX_XADC,2.8969610651485296e-60,-16.38667183534265
SPI_TEGRA20_SFLASH,3.661804648877626e-60,-16.372379149663473
GPIO_TS4800,4.498833284901159e-60,-16.35981072736698
FPGA_MGR_SOCFPGA,5.320457813823537e-60,-16.34956262716069
SPI_SUN6I,5.756225507705278e-60,-16.344750907376387
MTD_BCM63XX_PARTS,1.616358242990833e-59,-16.28151336738677
MTD_TS5500,2.490220518911944e-59,-16.254970045855366
MMC_OMAP_HS,3.0785275486153114e-59,-16.241929474034947
MEDIATEK_MT6577_AUXADC,4.554908634187048e-59,-16.217813741981317
BCM_IPROC_ADC,6.937992322547024e-59,-16.191870075586102
SPMI_MSM_PMIC_ARB,9.38243259198923e-59,-16.173236514030073
USB_QCOM_8X16_PHY,1.1528834582201215e-58,-16.160505975872177
MTD_PARSER_TRX,1.226093455367872e-58,-16.15669952332925
MMC_DW,1.8509388678326247e-58,-16.131212957555526
EXYNOS_SROM,2.59733162171007e-58,-16.110218152829308
IOMMU_IO_PGTABLE_ARMV7S_SELFTEST,3.5178300574782834e-58,-16.091396112054227
SPEAR_ADC,4.2737309274913535e-58,-16.079307989313566
MMC_SH_MMCIF,5.9488293799796914e-58,-16.05874911880538
VIDEOMODE_HELPERS,6.422604203526329e-58,-16.0539816508289
IMX7D_ADC,1.0033635732153117e-57,-16.02619865401616
IOMMU_IO_PGTABLE_LPAE_SELFTEST,1.9349598658086672e-57,-15.985212828063512
FPGA_MGR_SOCFPGA_A10,2.333681558873007e-57,-15.973500806418409
AT91_SAMA5D2_ADC,1.1617561394761456e-56,-15.872817404504534
MMC_BCM2835,1.1796733892930268e-56,-15.87185432428455
PHY_QCOM_QUSB2,1.2846831812589035e-56,-15.866487238868235
USB_MTU3,1.568188828748881e-56,-15.8539296430874
PINCTRL_MSM,1.6180683282545784e-55,-15.706218349818052
TEST_PARMAN,3.0000623534270727e-54,-15.519460690052076
MTK_THERMAL,1.6379058845301163e-52,-15.259970532625374
POWER_RESET_GEMINI_POWEROFF,3.509282028100109e-51,-15.058177464799545
GPIO_TIMBERDALE,7.963470515600694e-51,-15.003765343071189
I2C_LPC2K,5.408433144293373e-50,-14.87579738514189
PKCS7_TEST_KEY,6.82818386356403e-49,-14.704723989769626
RESET_CONTROLLER,7.086210968690772e-48,-14.545114527293725
BPF_JIT,9.179506170869898e-47,-14.368374448305786
COMMON_CLK_HI3798CV200,9.376108881662499e-47,-14.366903272660648
SERIAL_SH_SCI_DMA,5.520973551211014e-46,-14.243287223675335
COMMON_CLK_HI3519,7.26371640649613e-46,-14.224065131842744
INLINE_READ_UNLOCK_IRQ,9.433070401322732e-46,-14.205730580248284
INLINE_WRITE_UNLOCK,9.433070401322732e-46,-14.205730580248284
INLINE_READ_UNLOCK,9.433070401322732e-46,-14.205730580248284
INLINE_WRITE_UNLOCK_IRQ,9.433070401322732e-46,-14.205730580248284
INLINE_SPIN_UNLOCK_IRQ,9.433070401322732e-46,-14.205730580248284
TOUCHSCREEN_IPROC,6.265822230319803e-45,-14.072183678240657
KEYBOARD_ST_KEYSCAN,7.222983606265209e-45,-14.062106776270149
KEYBOARD_SH_KEYSC,7.835033065175142e-45,-14.056337994099822
SERIAL_8250_UNIPHIER,1.399263585915427e-44,-14.015139203753039
QCOM_GDSC,1.6019032781801864e-44,-14.005513924364047
SUDMAC,1.9819111544413618e-44,-13.990351128152037
SH_DMAE,2.0065108777641662e-44,-13.98947195055739
COMMON_CLK_HI3516CV300,2.1248031893574452e-44,-13.985388710036535
INPUT_HISI_POWERKEY,2.605496076431192e-44,-13.97084136003237
CHARGER_QCOM_SMBB,4.611319056260455e-44,-13.930039995293113
COMMON_CLK_MT2701_VDECSYS,5.602854433744889e-44,-13.916093430444233
MMC_DW_PLTFM,6.501773176789886e-44,-13.905428935375689
COMMON_CLK_SCPI,6.84584141565299e-44,-13.901731256277143
COMMON_CLK_TI_ADPLL,7.112082414151542e-44,-13.898994740680854
MFD_CS5535,7.147748942484948e-44,-13.898635912815687
PCH_PHUB,1.5002901754049157e-43,-13.84534963488333
COMMON_CLK_AXI_CLKGEN,4.874445062829756e-43,-13.760245653371053
STM32_DAC_CORE,5.019616673840853e-43,-13.758119476448613
STM32_DAC,5.019616673840853e-43,-13.758119476448613
COMMON_CLK_MT2701_MMSYS,1.122886843820529e-42,-13.699661609186391
SUN8I_R_CCU,2.119439945783292e-42,-13.653364418493942
COMMON_CLK_HI655X,2.2079995475542773e-42,-13.650375749203214
SERIAL_ST_ASC_CONSOLE,3.0000817198044687e-42,-13.627973801090098
COMMON_CLK_MT2701_BDPSYS,3.574742698072046e-42,-13.615150467265686
COMMON_CLK_MT2701_HIFSYS,6.531853442771083e-42,-13.570952526776322
SERIAL_SH_SCI_CONSOLE,1.0204897784256218e-41,-13.53814664368246
COMMON_CLK_MT6797_VDECSYS,1.4579794859107252e-41,-13.511858168593008
COMMON_CLK_MT2701_ETHSYS,1.5467491944764184e-41,-13.507498238572397
COMMON_CLK_MT6797_IMGSYS,2.6585672220982867e-41,-13.467478770693655
COMMON_CLK_MT2701_IMGSYS,3.1790252236084104e-41,-13.454242996024291
CLK_EMEV2,3.954734295584013e-41,-13.438061766415693
OID_REGISTRY,5.139125670764694e-41,-13.418621661697218
SERIAL_CLPS711X_CONSOLE,7.679267751736856e-41,-13.388762865461688
QRTR,1.895645464763653e-40,-13.321344920279135
RTC_DRV_SUN6I,2.4069302813743227e-40,-13.303472670424439
SUN6I_A31_CCU,2.7162176941146174e-40,-13.294415870800021
CLK_SP810,3.8313794896486126e-40,-13.268611631258828
MFD_TIMBERDALE,4.854007175452956e-40,-13.250835712916123
SERIAL_STM32_CONSOLE,4.8695374783416624e-40,-13.250595536112465
SERIAL_IMX_CONSOLE,5.219219404685075e-40,-13.245380311798051
SUN8I_H3_CCU,5.546913499333313e-40,-13.240799265105464
PTP_1588_CLOCK_PCH,9.377412844946079e-40,-13.201233809788041
SERIAL_SH_SCI_EARLYCON,1.309599474245727e-39,-13.176004536371412
SERIAL_MXS_AUART_CONSOLE,3.167202280409695e-39,-13.109066074994288
SERIAL_BCM63XX_CONSOLE,3.3920962630206876e-39,-13.103852339724629
SUN9I_A80_CCU,3.3967672965210124e-39,-13.10374773265353
DEVFREQ_THERMAL,3.766443929089911e-39,-13.095892206726125
COMMON_CLK_MT6797_MMSYS,4.111040600457549e-39,-13.089231614299726
CLK_RENESAS_DIV6,5.385000459225289e-39,-13.068672889503766
EXYNOS_AUDSS_CLK_CON,5.531363441561341e-39,-13.06662877121392
SUN50I_A64_CCU,6.060933501091726e-39,-13.059657200306667
SUN8I_A23_CCU,6.945153910775585e-39,-13.049266543558689
SUN8I_A83T_CCU,8.59298551532662e-39,-13.033005609761824
SENSORS_NSA320,1.3299072886534715e-38,-12.99958517630031
SUN8I_A33_CCU,1.4062928267049515e-38,-12.995305537968202
COMMON_CLK_MT6797_VENCSYS,1.429080470451296e-38,-12.994073511185258
ASYMMETRIC_PUBLIC_KEY_SUBTYPE,1.871378107391952e-38,-12.97338910446162
SUN5I_CCU,2.022989243044646e-38,-12.967407252888167
GPIO_PCH,2.3928799022219296e-38,-12.954503697794657
CLK_QORIQ,9.329302780949835e-38,-12.849475957497203
SUN8I_DE2_CCU,1.3683256745015527e-37,-12.81975890978514
SUN8I_V3S_CCU,2.2422492696080815e-37,-12.781338605063251
ASYMMETRIC_KEY_TYPE,9.096502614962676e-37,-12.671775763695836
EDAC_XGENE,1.9750799884398184e-36,-12.610715930422831
CLK_UNIPHIER,2.0258463190487038e-35,-12.425600490311801
USB_MSM_OTG,2.360758152070587e-35,-12.413339447279958
RTC_DRV_LPC24XX,1.3492189702637561e-34,-12.272794266187578
BCM2835_WDT,1.493527086488342e-34,-12.264552389492684
UNIPHIER_WATCHDOG,5.1225361037892e-34,-12.164147186653272
TS4800_WATCHDOG,1.0630922811672192e-33,-12.10428247084657
SYSTEM_EXTRA_CERTIFICATE,1.7550200023195176e-33,-12.063010184803431
KPROBE_EVENTS,9.618299558659875e-33,-11.921902714231928
TOUCHSCREEN_MIGOR,3.040309131482193e-32,-11.825502778694558
PM_DEVFREQ_EVENT,8.332794345188428e-32,-11.740411022398108
DOVE_THERMAL,1.2356382294151929e-31,-11.706995870037797
CRYPTO_DEV_SAFEXCEL,1.436279430390233e-31,-11.694209024896631
ST_LPC_WATCHDOG,1.5705323173007831e-31,-11.686608801672326
RCAR_GEN3_THERMAL,2.5490575089764146e-31,-11.645332003795176
SPI_JCORE,2.710505367455846e-31,-11.640087741244372
SECONDARY_TRUSTED_KEYRING,4.586028415378604e-31,-11.59508453666698
IMX_THERMAL,7.354418371861218e-31,-11.554520802004768
HISI_THERMAL,8.183188516858549e-31,-11.54533022834936
ARMADA_THERMAL,1.4077173424312516e-30,-11.49852828975051
I2C_THUNDERX,2.095748517541785e-30,-11.464076462818317
NEED_PER_CPU_KM,2.9504704270069888e-30,-11.434381596335898
TINY_RCU,2.9504704270069888e-30,-11.434381596335898
BROKEN_ON_SMP,2.9504704270069888e-30,-11.434381596335898
TINY_SRCU,2.9504704270069888e-30,-11.434381596335898
UP_LATE_INIT,2.9504704270069888e-30,-11.434381596335898
ASM9260_WATCHDOG,4.256492743573649e-30,-11.402481832125645
I2C_EG20T,4.7787965437290126e-30,-11.3923889094749
SPEAR_THERMAL,6.457044707801776e-30,-11.366101683858432
OPTIMIZE_INLINING,1.3545070635541144e-29,-11.301141466943339
PCH_DMA,2.876262560839651e-29,-11.234733211416206
PHY_MESON8B_USB2,3.431830999221702e-29,-11.219103626868216
KIRKWOOD_THERMAL,5.106470913403478e-29,-11.18385334547659
PHY_MESON_GXL_USB2,1.4371015215555386e-28,-11.0915601104628
DEFAULT_SECURITY_DAC,2.763117787048646e-26,-10.610314302908076
TOUCHSCREEN_SUN4I,1.6951586649481465e-25,-10.439270127698158
SPI_STM32_QUADSPI,3.6926841812821656e-25,-10.365008897772228
SPI_HISI_SFC,4.373637967384735e-25,-10.348797437868448
USB_XHCI_MTK,5.304324570413402e-25,-10.330286741539629
SPI_FSL_QUADSPI,7.404666290077097e-25,-10.298203240526183
PINCTRL_MTK,1.1525937314691433e-24,-10.255494198138845
PWM_IMG,1.4390935959761943e-24,-10.23400114537208
LPC18XX_ADC,2.4654388007269214e-24,-10.181695026019248
MTD_NAND_HISI504,2.698095838549794e-24,-10.172907823372103
MFD_SPMI_PMIC,3.07519098912191e-24,-10.160146831184331
MTD_NETSC520,3.2153323159942387e-24,-10.155796250298772
MTD_NAND_SH_FLCTL,3.4348513261012085e-24,-10.1493453783959
PWM_BCM_IPROC,4.286553901515252e-24,-10.127679628970435
IR_IMG_HW,6.0055305732941056e-24,-10.094611059643086
BCM_VIDEOCORE,6.148361831034027e-24,-10.092302010221887
MAX77620_WATCHDOG,6.688309204820792e-24,-10.084028616980072
EXYNOS_ADC,1.0798892127655009e-23,-10.036813671384477
MTD_NAND_VF610_NFC,1.4628442993256715e-23,-10.006787650817284
MTD_NAND_TANGO,1.5581705621008122e-23,-10.000531481515026
USB_UX500_DMA,1.8930496230475983e-23,-9.981214815980794
MTD_NAND_OXNAS,2.2791208748369947e-23,-9.962764576842405
PINCTRL_STM32,2.3870295286274455e-23,-9.958160750282282
MMC_DW_EXYNOS,2.4240272249320366e-23,-9.956629600595711
ASYNC_TX_DISABLE_PQ_VAL_DMA,3.407432280529956e-23,-9.92267045941088
ASYNC_TX_DISABLE_XOR_VAL_DMA,3.407432280529956e-23,-9.92267045941088
MTD_SC520CDP,4.8236312646854896e-23,-9.887891647867738
MMC_DW_K3,5.05423886640696e-23,-9.883209539841816
MTD_NAND_MTK,6.12017985844995e-23,-9.864000896943345
LPC18XX_DAC,6.988897124147022e-23,-9.850656153133409
VIDEO_STI_HVA_DEBUGFS,1.197196265685252e-22,-9.796359020652746
USB_RENESAS_USB3,1.3951991320880049e-22,-9.780865301551428
VIDEO_TI_VPE_DEBUG,1.4702548456898222e-22,-9.775555478184817
PWM_SUN4I,1.5335071681763683e-22,-9.771285027701637
QCOM_TSENS,2.177413777007685e-22,-9.735670780647258
MXS_LRADC_ADC,2.861130163408441e-22,-9.70784113407755
BATTERY_ACT8945A,3.0666731180667252e-22,-9.700758485029317
KPROBES_ON_FTRACE,4.865392471588186e-22,-9.653509149236632
FSL_MX25_ADC,8.495086915315818e-22,-9.59615105638224
TEGRA210_ADMA,4.865737255719928e-21,-9.414325687541853
POWER_RESET_PIIX4_POWEROFF,5.058235485002589e-21,-9.410244603695617
CRYPTO_DEV_CAVIUM_ZIP,6.817540838104887e-21,-9.378791163410419
VIDEO_STI_DELTA_MJPEG,9.914724967024097e-21,-9.339178320758629
STUB_CLK_HI6220,1.2568262279889282e-20,-9.314009747736256
REGULATOR_HI655X,4.6446828342583606e-20,-9.174077575827821
USB_MUSB_UX500,9.110884557661479e-20,-9.101131452287282
CRYPTO_DEV_PICOXCELL,1.0026154647686189e-19,-9.090720791425571
SUN4I_GPADC,2.0934264917856525e-19,-9.010265759813198
SERIAL_8250_LPC18XX,2.988568302003848e-19,-8.97110858987708
TOUCHSCREEN_TS4800,4.3070379409336017e-19,-8.93073638753916
SERIAL_PCH_UART,6.410455489431352e-19,-8.886601309979309
SENSORS_ARM_SCPI,9.404886002777915e-19,-8.843859148769512
VIDEO_MEDIATEK_VPU,9.48178668863232e-19,-8.842948881428837
XFS_WARN,9.589388237705307e-19,-8.841687375080038
PINCTRL_ASPEED,1.2420238519768492e-18,-8.812721683192237
STM32_ADC_CORE,1.528902653861503e-18,-8.789384140852135
USB_DWC3_KEYSTONE,1.8101381132606718e-18,-8.770376858949797
RDC321X_WDT,2.0483187919828463e-18,-8.756436264918722
SPI_THUNDERX,2.373012887524861e-18,-8.739814473155587
BCM2835_VCHIQ_SUPPORT_MEMDUMP,2.6069692272542355e-18,-8.72917646765214
MFD_MAX77620,2.7796356275599738e-18,-8.721913594858766
IR_IMG_RAW,2.979694047792391e-18,-8.714036000930149
RN5T618_WATCHDOG,3.0047876771547473e-18,-8.7130849855048
USB_RENESAS_USBHS,1.3941888909529665e-17,-8.537313847180656
SPI_SH_MSIOF,1.484040436374329e-17,-8.530086076104194
SPI_TOPCLIFF_PCH,1.735860758480287e-17,-8.511921383887007
COMMON_CLK_KEYSTONE,4.027580489691535e-17,-8.41372546721081
KEYSTONE_USB_PHY,5.444931130934071e-17,-8.378275367745964
PHY_QCOM_QMP,5.875728446011955e-17,-8.369299808199282
USB_XHCI_MVEBU,1.3196784221085164e-16,-8.273338043124731
X86_DIRECT_GBPAGES,2.6448600987123183e-16,-8.190014044951777
AM335X_PHY_USB,3.3822252273696207e-16,-8.160343089362907
AM335X_CONTROL_USB,3.3822252273696207e-16,-8.160343089362907
VIDEOBUF_DMA_CONTIG,4.0782048385383604e-16,-8.137695416946473
TOUCHSCREEN_MXS_LRADC,4.275338602576006e-16,-8.131972314960755
BCM2835_THERMAL,8.638415242717107e-16,-8.046232769852624
TOUCHSCREEN_MX25,1.0202086227629277e-15,-8.02582186574365
GREYBUS_ARCHE,1.9552842921975745e-15,-7.945526152591951
EXYNOS_THERMAL,2.861602993820609e-15,-7.898150593916956
USB_MTU3_GADGET,6.870893971654354e-15,-7.788132100295809
PINCTRL_QDF2XXX,9.567307017877e-15,-7.746155900165064
PINCTRL_PXA27X,9.686342677964082e-15,-7.744583803365621
CRYPTO_HASH_INFO,1.0644161195423718e-14,-7.732585085813868
KEYBOARD_CLPS711X,1.3724886920761711e-14,-7.700148829062897
COMMON_CLK_QCOM,2.3927155253841262e-14,-7.628762726682752
PINCTRL_PXA25X,5.830917110563852e-14,-7.512990399464068
ROMFS_BACKED_BY_MTD,6.05051981594278e-14,-7.5081480527015945
ROMFS_ON_MTD,6.05051981594278e-14,-7.5081480527015945
DEFAULT_NOOP,7.154116461382288e-14,-7.486165110522099
PINCTRL_STM32F469,8.960134765668984e-14,-7.456532184658528
PINCTRL_RZA1,9.530015405259144e-14,-7.448394953095999
HW_RANDOM_CAVIUM,1.17138064918251e-13,-7.4211046215600645
PINCTRL_BCM281XX,1.7991109075936413e-13,-7.364033415348399
PINCTRL_MT8173,1.889271894446134e-13,-7.357502787193576
PINCTRL_MT8135,2.0101568800421136e-13,-7.349211567295728
PINCTRL_IPROC_GPIO,2.0278537332042218e-13,-7.348039077745769
IR_IMG_RC5,3.4126665252119077e-13,-7.278084830494469
PINCTRL_NSP_MUX,3.6745334219248073e-13,-7.268096126168266
IR_IMG_SONY,4.0922579923342336e-13,-7.253525416587422
PINCTRL_UNIPHIER,5.230786067041294e-13,-7.220201571397982
PINCTRL_ASPEED_G4,6.340926805998879e-13,-7.193969049998286
IR_IMG_SANYO,7.847483038823911e-13,-7.164806534095489
PINCTRL_STM32F429,8.508101020973757e-13,-7.153719172523206
PINCTRL_INGENIC,8.698685648367684e-13,-7.150677402564837
PINCTRL_MT6397,9.20599483804642e-13,-7.142888796467293
PINCTRL_BERLIN,1.0541119574316228e-12,-7.124246788028797
PINCTRL_BERLIN_BG4CT,1.0541119574316228e-12,-7.124246788028797
PINCTRL_NS2_MUX,1.146204607458399e-12,-7.112693888055917
GLOB,1.215102957219465e-12,-7.1046316898208035
IR_IMG_NEC,1.4508966739141939e-12,-7.0800822012602875
PINCTRL_STM32F746,1.4963341226622851e-12,-7.075805404368234
IR_IMG_RC6,1.741442792158281e-12,-7.054729942157843
PINCTRL_STM32H743,1.7913053991710171e-12,-7.050801096343481
PINCTRL_LPC18XX,2.1896392723074273e-12,-7.022795956168745
MDIO_XGENE,2.5179888513522945e-12,-7.003244678111245
PINCTRL_MT8127,2.5830959739488403e-12,-6.999666894893356
IR_IMG_JVC,2.72537235524594e-12,-6.992146801326717
MMC_SDHCI_IPROC,3.753318923781635e-12,-6.947096705782889
PINCTRL_CYGNUS_MUX,3.77098253600132e-12,-6.946433706170073
CAVIUM_CPT,4.35522556196824e-12,-6.926063888318381
CRYPTO_DEV_CPT,4.35522556196824e-12,-6.926063888318381
PINCTRL_ASPEED_G5,5.1513667863249995e-12,-6.902249101730539
PINCTRL_MT2701,6.715431770579215e-12,-6.864476164483358
VIDEO_STI_HDMI_CEC,6.770783591112556e-12,-6.86330355971347
SATA_GEMINI,7.640419179655102e-12,-6.846019984022271
VIDEO_SAMSUNG_S5P_CEC,8.547918728405083e-12,-6.829928920574992
VIDEO_STM32_HDMI_CEC,1.0646898664005542e-11,-6.798342125819526
KEXEC_BZIMAGE_VERIFY_SIG,1.185738036546823e-11,-6.782800456101654
USB_XHCI_RCAR,1.263862084284315e-11,-6.773575108017635
PINCTRL_NSP_GPIO,1.3968696337158517e-11,-6.759083621553574
X86_MPPARSE,1.9059867626618247e-11,-6.713885447666863
DTC,1.9415505486027407e-11,-6.711187471798961
IR_IMG_SHARP,2.7954187196080545e-11,-6.657779528530442
VIDEO_RCAR_DRIF,4.0491016592684356e-11,-6.603065651915557
SERIAL_8250_BCM2835AUX,8.025764529602514e-11,-6.500877023184911
VIDEO_DAVINCI_VPIF_CAPTURE,1.277532237147454e-10,-6.430558423101939
VIDEO_M32R_AR,1.673305792456868e-10,-6.3893961135617765
VIDEO_SH_VOU,1.9275089946540507e-10,-6.367723293298526
VIDEO_DM355_CCDC,2.495717937247947e-10,-6.327950187605848
GPIO_CS5535,2.5130350610027124e-10,-6.32688236721508
SPI_NXP_SPIFI,4.3417689879469485e-10,-6.24189212187723
VIDEO_DM6446_CCDC,5.63979134527344e-10,-6.2008431989134785
SPI_ASPEED_SMC,5.829362362256603e-10,-6.19563636902135
CS5535_MFGPT,6.878856255049348e-10,-6.169501147587124
VIDEO_DAVINCI_VPIF_DISPLAY,7.046126671458406e-10,-6.165699351357185
NET_VENDOR_FREESCALE,9.888884328973251e-10,-6.111827021286102
VIDEO_SAMSUNG_S5P_MFC,1.0794652966129778e-09,-6.097823297233927
VIDEO_SAMSUNG_S5P_JPEG,1.1879074765754345e-09,-6.082492172565983
VIDEO_MEDIATEK_VCODEC,1.212584691262123e-09,-6.079194475565167
VIDEO_SAMSUNG_EXYNOS_GSC,1.2835351096987696e-09,-6.070065364991951
SERIAL_8250_INGENIC,1.4066229035600668e-09,-6.055336326613461
LIVEPATCH,1.4740901354577472e-09,-6.047787740201161
VIDEO_MX2_EMMAPRP,1.5355711628584307e-09,-6.0411966095772724
SERIAL_PCH_UART_CONSOLE,1.8897500752714662e-09,-6.007613057565697
VIDEO_STI_BDISP,1.969431818808162e-09,-6.0009086885552305
VIDEO_PXA27x,1.9824723926570524e-09,-5.999836695978587
VIDEO_IMX_VDOA,2.299125033156831e-09,-5.975718888703076
VIDEO_CODA,2.299125033156831e-09,-5.975718888703076
SPI_CADENCE_QUADSPI,2.3719073478222207e-09,-5.97063469467888
VIDEO_QCOM_VENUS,2.5143601528874944e-09,-5.961109024571736
VIDEO_MEDIATEK_MDP,2.5918782653261325e-09,-5.956144069839641
VIDEO_STI_HVA,3.1313355580924944e-09,-5.92513887734866
VIDEO_SAMSUNG_S5P_G2D,3.2855899836719676e-09,-5.917228944314388
PCIE_ROCKCHIP,5.285033772216647e-09,-5.838493262107069
PTP_1588_CLOCK_DTE,7.52336058355703e-09,-5.779341191277698
VIDEO_TI_VPDMA,7.721752847951884e-09,-5.774958563747083
VIDEO_TI_SC,7.721752847951884e-09,-5.774958563747083
VIDEO_TI_CSC,7.721752847951884e-09,-5.774958563747083
VIDEO_TI_VPE,7.721752847951884e-09,-5.774958563747083
VIDEO_RENESAS_JPU,8.44293684196476e-09,-5.7599002815148745
QRTR_SMD,1.0668907930864949e-08,-5.720258388958341
USB_MUSB_AM335X_CHILD,1.1079275412267756e-08,-5.713840159572817
USB_MUSB_DSPS,1.1079275412267756e-08,-5.713840159572817
MSM_GCC_8960,1.1145394215412188e-08,-5.71282771396424
COMEDI_SSV_DNP,1.1456883499845738e-08,-5.708135214179449
VIDEO_STI_DELTA,1.442492223673534e-08,-5.668774543824236
BCM2835_VCHIQ,2.389554225269636e-08,-5.581619160111797
ASPEED_ADC,2.822196646788963e-08,-5.552601531294866
STM32_ADC,3.407550034744085e-08,-5.519561865588189
VIDEO_RENESAS_FDP1,3.5898261185896655e-08,-5.510394151089297
USB_RENESAS_USBHS_UDC,3.71270754331523e-08,-5.5044651363989345
USB_DWC3_ST,3.886910438823043e-08,-5.496378097145635
VIDEO_MEDIATEK_JPEG,4.1404146044722405e-08,-5.485216533998735
USB_DWC3_OMAP,4.3074974045605245e-08,-5.478216786602176
USB_RENESAS_USBHS_HCD,9.912747368214452e-08,-5.328739565548148
PINCTRL_UNIPHIER_LD20,1.3816543235550867e-07,-5.268080463013643
USB_MUSB_TUSB6010,1.5959345369850524e-07,-5.241536641932858
USB_DWC3_EXYNOS,1.6022521804395745e-07,-5.240807513037393
AHCI_IMX,2.181422691854912e-07,-5.183563726205273
PINCTRL_UNIPHIER_PRO4,2.2944712073154346e-07,-5.174134081498163
PINCTRL_UNIPHIER_LD4,3.7948567497522386e-07,-5.079338447412702
RC_ST,4.6103690716601995e-07,-5.042216691518855
IR_RX51,4.666667040738301e-07,-5.039893685935426
IR_MTK,5.772418055721536e-07,-4.999030971297615
PINCTRL_UNIPHIER_SLD8,5.901685204361297e-07,-4.994757243557574
PINCTRL_UNIPHIER_PXS2,7.406409112220447e-07,-4.9507335480860934
IR_MESON,7.78407312974584e-07,-4.941044127959295
USB_DWC3_GADGET,7.794792506787433e-07,-4.9407757696116725
PINCTRL_UNIPHIER_LD6B,7.87979839168115e-07,-4.938660158332365
MESON_GXL_PHY,1.02297551472024e-06,-4.88749536592051
MTD_NAND_GPMI_NAND,1.036276966347257e-06,-4.884949872607148
PINCTRL_UNIPHIER_LD11,1.1029776275675526e-06,-4.872641552273063
USB_ISP1760_GADGET_ROLE,1.1297335568463667e-06,-4.867904545008316
IR_SUNXI,1.2162230824933041e-06,-4.853298319018916
