,pvalue,ttest
SND_PCI,4.488787181968025e-49,14.73315976622563
PERF_EVENTS_AMD_POWER,4.325867223768303e-49,14.735663316309564
DW_DMAC,4.323826780486772e-49,14.735695262918105
SBNI,4.0703554753902884e-49,14.73978526490133
EXTCON_MAX77843,3.802475314946678e-49,14.744393047733022
TOUCHSCREEN_ROHM_BU21023,3.743073295120404e-49,14.745458543259826
SND_PORTMAN2X4,3.675543771156714e-49,14.746690460768198
AUDIT,3.665932097967936e-49,14.746867632447174
AUDIT_WATCH,3.665932097967936e-49,14.746867632447174
AUDITSYSCALL,3.665932097967936e-49,14.746867632447174
AUDIT_TREE,3.665932097967936e-49,14.746867632447174
IP_SET_BITMAP_PORT,3.489592844545743e-49,14.750202839975438
NET_SCH_SFB,3.468470581907205e-49,14.750613541597875
VIDEO_TW686X,3.4429613890781525e-49,14.751112874825774
ADE7753,3.3172859234986668e-49,14.753627967584896
NFT_FIB_IPV6,3.2852457736655047e-49,14.754284350791304
ADXRS450,3.234389139425269e-49,14.755339413593655
ACPI_WATCHDOG,3.0462396912540414e-49,14.759391706425667
NET_TEAM,2.8738507467812154e-49,14.763329554463542
MTD_M25P80,2.622295210243688e-49,14.769519507050761
MMC_SPI,2.5118617146459697e-49,14.772426037766818
AIM_SOUND,2.480551181672867e-49,14.77327327976875
AD8366,2.4452295708591735e-49,14.774241933065497
KEYBOARD_CROS_EC,2.31778622238602e-49,14.777856596606675
USB_MV_U3D,2.3144004950042733e-49,14.777955302080404
DVB_LGDT330X,2.3129577661373047e-49,14.777997406220374
BRIDGE_EBT_ARPREPLY,2.2824195557403753e-49,14.778894810989716
USB_SERIAL_VISOR,2.220276561348972e-49,14.780758470952179
EDAC,2.2017849080597838e-49,14.78132306704897
NFC_ST_NCI_SPI,2.1886599998502525e-49,14.781726674690919
BRIDGE_EBT_ARP,2.1764381583529944e-49,14.78210468425369
USB_BDC_UDC,2.142814304634743e-49,14.783155643766491
IP_SET_HASH_NETIFACE,2.087415081704373e-49,14.78492356153137
WILC1000_SDIO,2.0703863307831127e-49,14.785476383551849
TCP_CONG_NV,2.0474741340398554e-49,14.78622739153458
RTC_DRV_PCF2127,2.025428903250826e-49,14.786957921992295
DEVFREQ_GOV_USERSPACE,1.998462683105648e-49,14.78786236276441
BLK_DEV_NULL_BLK,1.8445686154677094e-49,14.79326852029857
CAN_EMS_PCMCIA,1.8277700478389528e-49,14.793885617782914
RTC_DRV_X1205,1.8074596560346406e-49,14.794639307059006
IP_SET_HASH_MAC,1.763507291582816e-49,14.796299600195061
FB_TFT_HX8340BN,1.735957895178786e-49,14.797361409205298
ACPI_EXTLOG,1.6707061336766269e-49,14.799944801253417
JOYSTICK_INTERACT,1.665453125539789e-49,14.80015712348023
NF_TABLES_ARP,1.6554673041532157e-49,14.800562586728084
PRISM54,1.6509574287782087e-49,14.800746503994054
RTC_DRV_ISL12022,1.427580571776221e-49,14.810544324507493
BATTERY_88PM860X,1.4213165651807711e-49,14.81084060431116
KEYBOARD_ATKBD,1.3993680368809343e-49,14.81188909869058
SATA_PROMISE,1.3574914675405337e-49,14.813935786368077
TMPFS,1.3086916645259432e-49,14.81640167274365
CRYPTO_CBC,1.2314764041614024e-49,14.820496882274785
NET_VENDOR_ARC,1.037868846884398e-49,14.83200898982213
PATA_ALI,1.022959717476477e-49,14.832982440060531
PATA_MARVELL,9.671184902283209e-50,14.836758388130558
IP_SET_HASH_IPMARK,9.573590493348824e-50,14.837440536170469
BATTERY_DA9052,8.978683413758579e-50,14.841754650140476
OF_RECONFIG_NOTIFIER_ERROR_INJECT,8.449498568407463e-50,14.8458383925616
WM8350_POWER,6.578509961816878e-50,14.862653392846841
USB_SERIAL_SYMBOL,6.410492963446114e-50,14.864390402628862
LANMEDIA,6.374179626138e-50,14.864771773771912
USB_ACM,6.125070421648174e-50,14.867447793949454
JOYSTICK_ADI,6.025218078378329e-50,14.868550990906835
THINKPAD_ACPI_UNSAFE_LEDS,5.908518464154592e-50,14.869863624832202
IPV6_NDISC_NODETYPE,5.805839877647731e-50,14.871040074770052
SND_SOC_WM8804_SPI,5.507525504526034e-50,14.874579364223043
FB_TFT_ILI9325,4.322081204192148e-50,14.890831557960972
INPUT_E3X0_BUTTON,4.1367896422124983e-50,14.893767752017077
DRM_I915_LOW_LEVEL_TRACEPOINTS,4.0980574759180524e-50,14.894398041683125
LEDS_MAX8997,4.0551623239251146e-50,14.895103034354445
USB_SERIAL_AIRCABLE,3.9052967894691083e-50,14.89762576038534
QFMT_V1,3.871599204341916e-50,14.898206265043244
NF_CONNTRACK_IPV6,3.864806936733882e-50,14.898323883669951
CHARGER_TPS65090,3.7463466224610325e-50,14.900408980681318
NFT_REJECT,3.647797192489729e-50,14.90219425559303
PATA_PLATFORM,3.47424501761732e-50,14.90545827017805
TCP_CONG_HSTCP,3.3966685188655776e-50,14.906970111121092
USB_SERIAL_EDGEPORT_TI,3.2268196957083333e-50,14.910403886580522
RTC_DRV_ABB5ZES3,3.005326220629411e-50,14.915162599327935
ADE7754,2.8823624665388355e-50,14.917957524336641
6LOWPAN_NHC_HOP,2.842017813631757e-50,14.918900468020656
USB_SERIAL_GARMIN,2.7463017010098347e-50,14.92119197359744
AD7816,2.722315651386608e-50,14.921778675207134
SND_SOC_INTEL_BYT_CHT_NOCODEC_MACH,2.604311184507129e-50,14.924742138703877
NET_VENDOR_INTEL,2.543084187956327e-50,14.926332855597845
ISDN_DRV_AVMB1_C4,2.3633431631369214e-50,14.931232900688391
DPOT_DAC,2.3270198213532324e-50,14.932268106541258
SPI_XCOMM,2.309914972418131e-50,14.932761174741925
SYSTEMPORT,2.1635823478569697e-50,14.937134340363416
NF_LOG_NETDEV,2.139922746200165e-50,14.937868961138413
NETWORK_FILESYSTEMS,2.0493661595393312e-50,14.940757439790103
6LOWPAN_GHC_EXT_HDR_FRAG,1.9529592927970754e-50,14.943975645556426
USB_ULPI_BUS,1.8795034482937527e-50,14.946535722426598
FB_TFT_SSD1351,1.8607913313030493e-50,14.947203798400473
INPUT_88PM80X_ONKEY,1.8586861876863684e-50,14.947279376213032
FB_TFT_ILI9486,1.8431124147620744e-50,14.947841159687846
KEYBOARD_GPIO_POLLED,1.7755481636385245e-50,14.950334382906997
INPUT_CMA3000_I2C,1.6653877466469406e-50,14.954609441095805
COMEDI_PCMDA12,1.588351002220265e-50,14.957769786224251
MLX4_DEBUG,1.583208459146923e-50,14.957986155306394
DEBUG_RT_MUTEXES,1.4613243838283e-50,14.963330181808056
FB_TFT_UPD161704,1.4092131454314858e-50,14.965751851088495
DMATEST,1.397972650571644e-50,14.96628589041704
CM3605,1.3430214339177468e-50,14.968959747212953
NET_CLS_BASIC,1.3101977433812743e-50,14.970609372504542
NET_SCH_ATM,1.2971643894418848e-50,14.971275832645333
NET_VENDOR_RENESAS,1.2873552167761626e-50,14.97178183622161
ATH9K,1.2688658874501372e-50,14.972746127487866
USB_SERIAL_ARK3116,1.2618615768169054e-50,14.973115088071562
SND_SOC_WM8770,1.141907694921913e-50,14.979771508871165
FB_TFT_ST7789V,1.131131887736659e-50,14.980403193328792
NF_CT_NETLINK,1.1247967220043076e-50,14.98077736724757
SCSI_MOD,1.1012905539112451e-50,14.982184289400138
LEDS_BCM6328,1.0073296681038974e-50,14.988123731909033
RTC_DRV_RX8581,8.520769783213366e-51,14.999265194638673
TCM_FC,8.247125085075223e-51,15.00143700579738
SXGBE_ETH,8.114056636189661e-51,15.002519183404823
BMG160_SPI,7.60369886550225e-51,15.006840223516937
LCD_PLATFORM,7.220607799520775e-51,15.01027789987425
NLMON,7.088295342319259e-51,15.01150754788473
NFT_SET_BITMAP,7.073677694562495e-51,15.011644796641834
JOYSTICK_MAGELLAN,5.74710977959759e-51,15.025446337369262
MTD_OF_PARTS,5.607887745244897e-51,15.027075177107248
HERMES,5.1801534210396903e-51,15.032343793554812
HYPERV_NET,5.1784483192582405e-51,15.032365651590284
USB_SERIAL_PL2303,5.008422555060581e-51,15.034582032111356
ATM_IDT77252_USE_SUNI,4.966034060360648e-51,15.03514625643134
DEBUG_PINCTRL,4.836508841674415e-51,15.036900533825262
ROCKETPORT,4.678795876402268e-51,15.039100852291622
MTD_AMD76XROM,4.667293149982673e-51,15.039264209574407
ARCNET_COM20020_CS,4.586319422791595e-51,15.040425637965841
SND_HDA_I915,4.133299616680465e-51,15.047325567011981
NETROM,3.806288214010103e-51,15.052791551476924
NORTEL_HERMES,3.7986625056567686e-51,15.052924524010256
ADE7854_SPI,3.740471791485984e-51,15.05394805827185
NET_SCH_MQPRIO,3.569141960982413e-51,15.05705634352262
REGULATOR_USERSPACE_CONSUMER,3.547661666359209e-51,15.05745648117126
USB_SERIAL_DEBUG,3.138175633646864e-51,15.065584014439077
SND_SOC_INTEL_HASWELL,3.101577405195118e-51,15.066361160339364
SND_SOC_INTEL_SST_FIRMWARE,3.101577405195118e-51,15.066361160339364
TOUCHSCREEN_SILEAD,2.7104611851492815e-51,15.075288070435432
NET_CLS_RSVP,2.6589758542372145e-51,15.07655773828649
NET_TEAM_MODE_ROUNDROBIN,2.589654372828756e-51,15.078306482477213
VIA_RHINE,2.5259736130636977e-51,15.079954503060016
NET_TEAM_MODE_RANDOM,2.4807244357654948e-51,15.081150862340014
QCOM_HIDMA_MGMT,2.3894860912149243e-51,15.083630674421123
NET_CLS_CGROUP,2.2910922548436386e-51,15.086412922979392
NFT_DUP_IPV6,2.1338309441664478e-51,15.091116804522583
IP_VS_WRR,2.050308285857152e-51,15.093757442658237
VIDEO_TW68,2.0214443446249262e-51,15.094694969591359
MEDIA_TUNER_TEA5761,1.9124483674444253e-51,15.098359649526817
ND_BTT,1.9085595148532328e-51,15.0984942128533
SATA_SIL,1.7442557753229658e-51,15.10444411168986
DVB_PLL,1.7205425191621997e-51,15.105348634446317
IR_ITE_CIR,1.6790620356169545e-51,15.106961138249863
TOUCHSCREEN_FUJITSU,1.5349123655717486e-51,15.112890658428093
BRCMFMAC,1.4969007487455144e-51,15.114546756273267
USB_SERIAL_SIERRAWIRELESS,1.4630546437336525e-51,15.116056999524877
USB_OHCI_HCD_PCI,1.4171113195484016e-51,15.11816366184782
TOUCHSCREEN_TSC_SERIO,1.2963251213008711e-51,15.124044304311639
BE2NET_HWMON,1.2497779353108918e-51,15.12645747688394
EFI_PARTITION,1.1927690645793124e-51,15.129537990456338
AD7766,1.1896447192322302e-51,15.129711028165609
USB_SERIAL_DIGI_ACCELEPORT,1.10910828608375e-51,15.134334930169445
NF_CONNTRACK_SIP,1.099495723347464e-51,15.134909021844184
MMC_SDHCI_OF_ARASAN,1.0474818839961304e-51,15.13810482634514
INTEL_MID_POWER_BUTTON,9.507446927870143e-52,15.144492703820537
WLCORE,9.283701681493905e-52,15.146062259245976
PWM_CROS_EC,8.754199369716066e-52,15.149932031135075
MFD_AS3722,7.769141311363106e-52,15.157795100246505
ENCRYPTED_KEYS,7.4168448802169e-52,15.160850736609415
QTNFMAC_PEARL_PCIE,7.342924085202858e-52,15.161510209128759
QTNFMAC,7.342924085202858e-52,15.161510209128759
FB_TFT_SSD1331,6.895377859662363e-52,15.165649834008033
TOUCHSCREEN_EETI,6.4539682996622775e-52,15.17000353222838
CHARGER_MAX8998,5.5453015067350035e-52,15.179985079835536
ZIIRAVE_WATCHDOG,5.4039943262550195e-52,15.181682358414019
AD2S90,5.381048855512251e-52,15.181962126915678
SND_SOC_ES8328_SPI,5.3694999886258365e-52,15.182103389140874
USB_SERIAL_WISHBONE,5.2597537123901645e-52,15.183461072329875
RTC_DRV_88PM80X,5.1953394335905344e-52,15.184271147161839
SATA_NV,5.112416876661138e-52,15.185328833665595
MAX1027,5.0243330145603665e-52,15.186471229373579
NFT_REJECT_IPV4,4.889995069707532e-52,15.188252495328197
NET_VENDOR_SAMSUNG,4.630933500012736e-52,15.191829521338876
IP_SET_HASH_NETPORT,4.592686018876106e-52,15.192374446699098
SPI_LM70_LLP,4.316456575012998e-52,15.19644957429322
KEYBOARD_NEWTON,4.137874839630739e-52,15.19922477075302
DWC_XLGMAC,3.911743159165712e-52,15.202915232024344
6LOWPAN_NHC_UDP,3.751596818920694e-52,15.205659659204972
DRM_AMDGPU_CIK,3.734054316255421e-52,15.205967346323959
COMEDI_USBDUXSIGMA,3.4628607509324735e-52,15.210916274908831
QCOM_HIDMA,3.34233987444476e-52,15.213240813815517
USB_SERIAL_QUALCOMM,3.1876520543094816e-52,15.216349796330677
AD5755,3.005187422117449e-52,15.220216224429755
SATA_VIA,2.9086193114023877e-52,15.222358207265442
USB_SERIAL_OPTION,2.7520455992479383e-52,15.225986411822431
GPIO_ADNP,2.69491205416974e-52,15.227361758778565
WEXT_SPY,2.577576276618114e-52,15.23027975892236
FIREWIRE_NET,2.549788868031668e-52,15.230990163551946
6LOWPAN_NHC_MOBILITY,2.4508997680508923e-52,15.233582411325798
NF_NAT_IRC,2.421831958326502e-52,15.234364216946519
DRM_PANEL_SAMSUNG_LD9040,2.400085759034869e-52,15.2349552353952
NFT_COMPAT,2.399834278620316e-52,15.234962101276375
INPUT_PCF50633_PMU,2.242665819824314e-52,15.239399649629263
PLX_HERMES,2.145469135397696e-52,15.242301686737497
MTD_L440GX,2.077242684869615e-52,15.24441804429024
DRM_I915_CAPTURE_ERROR,2.04583097965278e-52,15.245415801723473
MEDIA_PCI_SUPPORT,1.9219850178619288e-52,15.249504133230326
SMS_SDIO_DRV,1.8834483025138585e-52,15.25082995164343
NET_SCH_GRED,1.8757330818099263e-52,15.251098629518825
NET_VENDOR_STMICRO,1.69728526926343e-52,15.257640742275685
NVM_RRPC,1.6512455442175768e-52,15.259439899950197
NETFILTER_XT_TARGET_TEE,1.5849229721068688e-52,15.262121485003313
AD7887,1.4519162421181305e-52,15.267853564152162
SND_USB_LINE6,1.4356127077894855e-52,15.268591896113847
NFT_NUMGEN,1.4193339078998181e-52,15.26933748584433
USB_SERIAL_CYPRESS_M8,1.3784553824079725e-52,15.271247975453313
RFKILL_LEDS,1.3137434395616844e-52,15.274390825320417
USB_SERIAL_CP210X,1.3077164627524397e-52,15.274691343973664
SND_SOC_IMG_SPDIF_OUT,1.2086321654063405e-52,15.279840031999367
SPI_BUTTERFLY,1.1527393616005105e-52,15.282933140017104
STM_SOURCE_FTRACE,1.1315242219611049e-52,15.284146456748209
ACENIC,1.0822188615538668e-52,15.287056121676725
PATA_AMD,1.0494542908290804e-52,15.289063611684446
NVM_PBLK,1.0141644837120243e-52,15.291296865346148
INFINIBAND_BNXT_RE,9.351530930188507e-53,15.296591250772645
DRM_AMD_ACP,9.244882714641347e-53,15.297339790680212
PATA_ATP867X,8.98607576994655e-53,15.299192660774157
VIDEO_MXB,8.663423825709742e-53,15.301578495165295
IP_SET_HASH_IPMAC,8.120035712792054e-53,15.305803993359026
FUSION,7.835098931137155e-53,15.308133692923986
RTC_DRV_BQ32K,7.387573778568752e-53,15.311968743818115
KEYBOARD_MATRIX,7.348733224522743e-53,15.31231242734834
NET_VENDOR_MICREL,7.158215565153915e-53,15.314024871125518
AD9523,7.15431151646358e-53,15.314060434802176
6LOWPAN_GHC_ICMPV6,7.083676779167649e-53,15.314707236956966
TYPEC_UCSI,6.996289389852296e-53,15.31551638978374
CGROUP_NET_CLASSID,6.834983335438231e-53,15.317036774357089
GOOGLE_COREBOOT_TABLE,5.986173881517255e-53,15.325676935262495
JOYSTICK_TMDC,5.831376343095635e-53,15.327383488834137
JOYSTICK_WARRIOR,5.342244631439173e-53,15.333088604203748
ADIS16201,5.24707212513541e-53,15.33425894970858
IP_SET_HASH_NETPORTNET,5.232579055335596e-53,15.334439024863382
HISAX_FRITZ_PCIPNP,5.09411372273172e-53,15.336184922920294
ATA_ACPI,4.920700198823049e-53,15.338439373214744
JOYSTICK_SIDEWINDER,4.864121374411443e-53,15.339192071662772
CHARGER_88PM860X,4.84904905266237e-53,15.33939405769296
PC300TOO,4.842806222339487e-53,15.339477901794732
ATH5K,4.642829080402134e-53,15.342222233706176
SND_MIXER_OSS,4.1207183459287324e-53,15.349983078174214
PATA_OLDPIIX,3.990958145592257e-53,15.352063935137965
GOOGLE_MEMCONSOLE_COREBOOT,3.8999680318341474e-53,15.353563653827422
IPW2200,3.624645735049848e-53,15.35832344700453
BT_HIDP,3.3505946476301274e-53,15.363433145561672
NET_VENDOR_EZCHIP,3.2600914858014526e-53,15.365212439070502
PHY_PXA_28NM_USB2,3.156894832101227e-53,15.367302318553303
NET_SCH_PRIO,3.136236165106061e-53,15.367728850237047
PATA_RDC,3.0441017954576565e-53,15.36966582019709
NFC_NCI_SPI,3.0409270212537654e-53,15.369733600509017
JOYSTICK_TWIDJOY,2.777248433845191e-53,15.375624151491222
TIGON3_HWMON,2.7074949516413705e-53,15.377275726006886
USB_FOTG210_UDC,2.635936180432259e-53,15.379014673872089
GPIO_TWL6040,2.634735080544164e-53,15.379044261251854
USB_SERIAL,2.4562218978229056e-53,15.383598107995088
RTC_DRV_M41T80,2.4078858865823295e-53,15.384887930600716
NET_TEAM_MODE_ACTIVEBACKUP,2.3797006002507107e-53,15.385651995596405
SENSORS_ADCXX,2.3601298898289585e-53,15.386187851000779
RTC_DRV_PCF8563,2.217750900559993e-53,15.390224855310032
SND_SOC_PCM3168A_SPI,2.137848959695425e-53,15.392605016890665
CHARGER_LP8788,2.106429758728247e-53,15.393565303872704
WW_MUTEX_SELFTEST,2.0420162289144256e-53,15.395579431728986
NET_VENDOR_QUALCOMM,1.813859446687508e-53,15.403260887752285
SPI_DW_MMIO,1.7556423515644767e-53,15.405375207859292
BACKLIGHT_88PM860X,1.7253920225063309e-53,15.406501567177393
FB_TFT_SSD1306,1.6343498704222145e-53,15.410014118359177
NET_CLS_RSVP6,1.6307295602552125e-53,15.41015779332358
MWIFIEX_PCIE,1.607568777809532e-53,15.411084533060755
WANT_DEV_COREDUMP,1.5240344759701459e-53,15.414541173635712
DVB_TDA1004X,1.4823355640157372e-53,15.416337934161533
HDM_USB,1.4160283718642905e-53,15.419301382830216
MLX5_INFINIBAND,1.4137431936640563e-53,15.419405960765296
USB_AMD5536UDC,1.3780354923375703e-53,15.421062308040613
SND_SOC_IMG_I2S_IN,1.290803025710388e-53,15.42529557418285
IIO_ST_LSM6DSX_SPI,1.0792586262828961e-53,15.436876534351704
MISDN_NETJET,1.0046935622136815e-53,15.44150624062788
USB_SERIAL_MOS7840,9.748292112250148e-54,15.443457228539089
USB_SERIAL_UPD78F0730,9.077974679003514e-54,15.448062317566299
6LOWPAN_NHC_ROUTING,8.395777098773336e-54,15.453110662607333
USB_SERIAL_F8153X,8.306503676251326e-54,15.453801339911749
DM_MULTIPATH,8.03151125556015e-54,15.455976280357763
CHARGER_DETECTOR_MAX14656,7.924662998200692e-54,15.456841423441823
NETFILTER_XT_MATCH_POLICY,7.712829863029359e-54,15.458591511348128
6LOWPAN_GHC_UDP,7.648074095035344e-54,15.459136062876125
SND_SERIAL_U16550,7.539504837278405e-54,15.46005944209954
AD9834,7.413336195761336e-54,15.461149286502287
JOYSTICK_GUILLEMOT,7.259810922585708e-54,15.462500627983836
ISI,7.102689657106251e-54,15.463913414652122
BPQETHER,6.985382938845177e-54,15.464988644282611
NF_TABLES,6.956013298796552e-54,15.46526066013425
NET_CLS_U32,6.949083510864305e-54,15.465325009240777
USB_CDC_PHONET,6.628958573428071e-54,15.468369511747104
LIBIPW,6.331593065503333e-54,15.471331706611414
VME_BUS,6.087861404857466e-54,15.473864847736944
TCP_CONG_DCTCP,5.800004666135862e-54,15.476990014880812
SND_SOC_PCM512x_SPI,5.661733920702327e-54,15.47854652487875
MTD_ICHXROM,5.633507734869367e-54,15.478868915653733
IP_VS_LBLCR,5.245177669002154e-54,15.483475361609544
AD7791,4.912161908743215e-54,15.4877047254431
SCSI_BNX2X_FCOE,4.810559690862783e-54,15.489052100640883
NFC_MICROREAD_I2C,4.7874849371902373e-54,15.489362049199924
PATA_WINBOND,4.710158581183479e-54,15.490411680919944
TOUCHSCREEN_AD7879_I2C,4.6841992773256645e-54,15.490767905000014
KEYBOARD_SUNKBD,4.622728783478657e-54,15.491619329580104
VIDEO_CAFE_CCIC,4.5610302417627666e-54,15.492485327253009
MOXA_INTELLIO,4.441050337393913e-54,15.494203280617832
USB_SERIAL_KLSI,4.395030207035342e-54,15.494874522590724
WM831X_POWER,4.164583918563473e-54,15.498344688437175
INFINIBAND_VMWARE_PVRDMA,4.139390635189073e-54,15.498735598143709
AD7923,4.073735252920832e-54,15.499765575848727
PATA_IT821X,4.061597575188009e-54,15.499957796667593
JOYSTICK_GF2K,4.0491297797214816e-54,15.500155842012019
IP6_NF_MATCH_IPV6HEADER,3.987738469707505e-54,15.501139958681247
PATA_SCH,3.9657432627177004e-54,15.501496222267313
FB_VESA,3.920574264393438e-54,15.502234050705765
HID_LOGITECH_DJ,3.808135348636597e-54,15.504108132943847
MAX5487,3.797155593957053e-54,15.504294083285506
AMD_XGBE_HAVE_ECC,3.71846330952411e-54,15.505642679524414
DVB_PT3,3.453548262024844e-54,15.51040126158213
JOYSTICK_GAMECON,3.1048150653599783e-54,15.51725238135599
SYNCLINK_GT,3.050343242201899e-54,15.518391286657392
BATTERY_RX51,2.977131108576092e-54,15.51995434554569
OPENVSWITCH_GRE,2.807927464572665e-54,15.523718423326667
MOUSE_CYAPA,2.759594176862829e-54,15.524835185558535
GIGASET_M101,2.6867068381498555e-54,15.526556667997157
KEYBOARD_STOWAWAY,2.5785570088239108e-54,15.52919866785796
SERIAL_8250_CS,2.5333147150754084e-54,15.530336792577852
VIDEO_ZORAN_ZR36060,2.5302333068519292e-54,15.530415043853301
SND_SOC_AK4104,2.4647157708375794e-54,15.532101690547663
FB_TFT_SSD1289,2.460404680938675e-54,15.532214233482092
NET_VENDOR_NETRONOME,2.457302832678156e-54,15.532295330174415
NET_SCH_QFQ,2.4446785727008574e-54,15.532626442062682
SND_SOC_IMG_SPDIF_IN,2.4386653927416305e-54,15.532784756272667
USB_SERIAL_QT2,2.3307577343185254e-54,15.535693805156903
JOYSTICK_STINGER,2.152800509706026e-54,15.540797691626326
NFC_PN544_I2C,2.0310057769894985e-54,15.54453912225482
FB_TFT_S6D02A1,1.925616019769039e-54,15.547961562678545
ADE7759,1.861012217369934e-54,15.550153002166827
TOUCHSCREEN_GOODIX,1.8531176193687197e-54,15.550425976343751
INTEL_IDMA64,1.8353330435039213e-54,15.551045187224553
MFD_RK808,1.7747751223166235e-54,15.55319940176813
USB_SERIAL_NAVMAN,1.7650176351241444e-54,15.553553337305821
JOYSTICK_A3D,1.6250388276214313e-54,15.558857139801459
SND_HDA_CODEC_CMEDIA,1.526595151232167e-54,15.562867192493488
TOUCHSCREEN_TSC2007,1.4662758470240687e-54,15.565453576757957
HYPERV_TSCPAGE,1.2996419031555055e-54,15.573190606891677
NET_VENDOR_SMSC,1.2005224159877484e-54,15.578276480679916
FB_TFT_S6D1121,1.1687036365885114e-54,15.579998178352495
EXTCON_GPIO,1.1513091126741726e-54,15.580959231008102
ENA_ETHERNET,1.1484255978819369e-54,15.581119942197473
BMI160_SPI,1.1092632168345211e-54,15.583343340310643
PALMAS_GPADC,1.1080285578561959e-54,15.58341470137633
SND_SOC_INTEL_SKL_NAU88L25_SSM4567_MACH,1.1043389347698749e-54,15.583628427853144
RTC_DRV_DA9063,1.0532759418586028e-54,15.586661634440338
MMC_WBSD,1.000147104948095e-54,15.58997714254437
KEYBOARD_OPENCORES,8.272675859736524e-55,15.60212769028072
SENSORS_SCH5627,7.867521800919463e-55,15.605341205231799
USB_SERIAL_OTI6858,7.162158948958936e-55,15.611350632682495
USB_SERIAL_IR,7.087940564344546e-55,15.61201691304028
CHARGER_DA9150,6.939921817815828e-55,15.613366724648685
VIDEO_EM28XX,6.776066734053588e-55,15.61489480358531
VIDEO_SOLO6X10,6.534432848701594e-55,15.617216741965725
JOYSTICK_TURBOGRAFX,6.427929960051759e-55,15.618267445541152
USB_WHCI_HCD,5.955234857306107e-55,15.623150283956244
MS5611_SPI,5.404931959538712e-55,15.629346364155994
AD5761,5.24211357779122e-55,15.631300507125298
ZPA2326_SPI,5.1972028739333714e-55,15.63185016735092
TOUCHSCREEN_BU21013,5.156526964914084e-55,15.63235209612453
SND_SOC_RT298,4.852753441843045e-55,15.636230203625702
USB_SERIAL_MCT_U232,4.825486781209478e-55,15.636590050735082
KXSD9_SPI,4.306568352055432e-55,15.643854045507537
MMC_REALTEK_USB,4.227677826662625e-55,15.645034184740615
FSCACHE,3.835359745698686e-55,15.651249206316795
NFT_LOG,3.704294917833989e-55,15.653467519836342
CPUFREQ_DT,3.5374099138664414e-55,15.656408060892678
FB_TFT_UC1611,3.50040373749814e-55,15.657078817385518
EFI_FAKE_MEMMAP,2.8515657058888405e-55,15.670149001132035
NF_NAT_SIP,2.713748704893985e-55,15.67330557827697
NFC_ST21NFCA,2.6860130960895604e-55,15.673960107945614
NFC_ST21NFCA_I2C,2.6860130960895604e-55,15.673960107945614
PATA_VIA,2.637038876894572e-55,15.675132455851639
BRIDGE_NF_EBTABLES,2.5686156040133698e-55,15.676807213785427
USB_SERIAL_F81232,2.52793620444195e-55,15.67782409225452
SND_SOC_DA7219,2.5268235887473377e-55,15.677852133165832
SYN_COOKIES,2.2934152228774417e-55,15.684024480711825
DWC_XLGMAC_PCI,2.1929520107160523e-55,15.686876314996466
MD_CLUSTER,2.0873166886889196e-55,15.690018877226855
VIDEO_SAA7134_DVB,1.976762421304467e-55,15.693482159335447
MMA7455_SPI,1.9646423471406e-55,15.693873513834252
USB_SERIAL_IPW,1.808955468445273e-55,15.699126190421895
PATA_HPT366,1.7984696318979505e-55,15.699495991278189
TI_ADC0832,1.7747881431147103e-55,15.700339122918509
MDIO_BUS_MUX_GPIO,1.6061861571194102e-55,15.706686984570581
MTD_MCHP23K256,1.4857385545977525e-55,15.711642412069667
TOUCHSCREEN_CYTTSP4_I2C,1.4352936376242293e-55,15.713837837909338
AD5421,1.2862852144447882e-55,15.720802403723036
MSDOS_PARTITION,1.244025608989583e-55,15.722924366330906
INPUT_IDEAPAD_SLIDEBAR,1.1998466544844505e-55,15.725220884100116
SND_MPU401,1.1177488949192598e-55,15.7297214628356
AD7793,1.0757404404227803e-55,15.732153402502774
TCP_CONG_HTCP,1.0445890217417912e-55,15.73401868974291
PCMCIA_RAYCS,8.649689474784505e-56,15.745990488858844
HI8435,8.278307151482827e-56,15.748773635745287
IIO_TRIGGERED_EVENT,8.278307151482827e-56,15.748773635745287
SDIO_UART,7.980368953047682e-56,15.751097821899862
PATA_PDC2027X,7.679940372244265e-56,15.75353064632411
LTC2632,7.426184437495921e-56,15.755660542853361
TCP_CONG_BIC,7.301082581999336e-56,15.756737412006279
BCACHE,7.175915402159399e-56,15.757833395788595
IP_SET_HASH_IPPORT,6.940822394542552e-56,15.7599443716335
USB_MV_UDC,6.387591583040714e-56,15.765207148833179
NF_CONNTRACK_IRC,6.323356321386852e-56,15.76584740905228
PATA_SIL680,5.8598817113277955e-56,15.770668617345361
VF610_ADC,5.814424582811674e-56,15.77116177291557
DRM_DW_HDMI_AHB_AUDIO,5.683419992569989e-56,15.772604796410015
VHOST_VSOCK,5.649331246505795e-56,15.772985719001177
USB_ISP1760,5.614283535975698e-56,15.773379751903782
TOUCHSCREEN_TI_AM335X_TSC,5.512251226032453e-56,15.774540981400875
EFI_PGT_DUMP,5.334442647081869e-56,15.776616747244066
TOUCHSCREEN_ZFORCE,5.239032556944249e-56,15.777759175039188
JOYSTICK_SPACEBALL,5.072502593695644e-56,15.77980375433508
VIDEO_ZORAN,4.86226096515858e-56,15.7824826698594
DVB_B2C2_FLEXCOP_PCI,4.644775699469646e-56,15.785378131161133
PATA_EFAR,4.426945566481394e-56,15.788416835987269
